age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car
57,non-binary,9,Facebook,Travel,United Kingdom,Urban,Software Engineer,15507,yes,no,no
56,non-binary,9,YouTube,Travel,United States,Sub_Urban,Student,14235,yes,no,yes
35,male,9,Instagram,Travel,Australia,Urban,Software Engineer,10540,no,no,yes
57,male,2,Facebook,Travel,United Kingdom,Urban,Marketer Manager,15510,yes,no,no
18,non-binary,3,Instagram,Lifestlye,United Kingdom,Urban,Marketer Manager,18461,yes,yes,yes
28,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,Student,17926,no,no,no
45,non-binary,5,Facebook,Lifestlye,United States,Rural,Software Engineer,15131,yes,yes,yes
42,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Marketer Manager,18697,no,yes,no
40,female,3,YouTube,Sports,Australia,Urban,Software Engineer,11129,yes,yes,yes
48,non-binary,6,Instagram,Lifestlye,Australia,Urban,Software Engineer,13145,no,no,yes
47,female,7,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,18553,yes,yes,yes
59,female,9,Instagram,Lifestlye,United States,Urban,Software Engineer,13720,yes,no,no
52,male,1,YouTube,Sports,United States,Urban,Marketer Manager,19648,yes,no,no
24,non-binary,7,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,14067,no,no,no
33,non-binary,8,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,14195,yes,no,no
43,female,3,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,19873,yes,no,no
19,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,19244,no,yes,yes
18,male,6,YouTube,Travel,United Kingdom,Urban,Software Engineer,17281,no,yes,yes
29,male,7,YouTube,Travel,United Kingdom,Rural,Marketer Manager,12509,yes,no,yes
22,male,4,YouTube,Sports,United Kingdom,Rural,Marketer Manager,15016,yes,yes,yes
54,non-binary,8,YouTube,Travel,United States,Sub_Urban,Student,16533,yes,no,yes
49,non-binary,5,YouTube,Travel,United Kingdom,Rural,Student,14727,yes,yes,no
26,non-binary,1,Facebook,Lifestlye,United Kingdom,Urban,Student,10681,no,yes,yes
58,non-binary,4,YouTube,Travel,Australia,Rural,Software Engineer,13932,yes,yes,no
52,non-binary,3,Instagram,Lifestlye,Australia,Urban,Software Engineer,15560,yes,yes,yes
36,male,9,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,14016,no,yes,no
33,female,8,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,17339,yes,yes,no
20,male,1,Instagram,Sports,United Kingdom,Urban,Marketer Manager,10719,yes,yes,no
37,non-binary,6,Facebook,Sports,Australia,Rural,Marketer Manager,10074,yes,yes,yes
41,male,9,Facebook,Travel,United States,Sub_Urban,Software Engineer,19485,no,yes,yes
50,non-binary,7,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,14157,no,yes,yes
41,non-binary,4,YouTube,Lifestlye,Australia,Rural,Marketer Manager,18511,yes,yes,yes
28,male,1,Instagram,Lifestlye,United States,Rural,Student,12149,yes,yes,no
25,non-binary,2,Instagram,Travel,United States,Urban,Marketer Manager,19644,no,yes,no
53,female,5,Facebook,Sports,United Kingdom,Rural,Marketer Manager,19747,yes,no,no
55,non-binary,5,Instagram,Sports,Australia,Rural,Marketer Manager,16713,yes,yes,no
57,female,8,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,14207,no,yes,yes
37,female,6,YouTube,Travel,Australia,Urban,Student,17141,no,yes,no
52,non-binary,8,YouTube,Sports,Australia,Urban,Marketer Manager,18652,no,yes,yes
42,male,2,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,19078,yes,yes,no
52,female,3,Instagram,Sports,Australia,Urban,Student,13936,yes,yes,no
42,male,6,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,19307,yes,no,no
46,female,3,YouTube,Lifestlye,Australia,Rural,Software Engineer,11075,yes,no,yes
35,non-binary,6,Facebook,Travel,United States,Sub_Urban,Marketer Manager,13876,no,no,yes
63,non-binary,6,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,14615,yes,yes,no
35,female,2,YouTube,Sports,United States,Rural,Software Engineer,17265,yes,yes,no
19,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,16379,no,yes,no
52,female,2,Facebook,Travel,United Kingdom,Urban,Student,19118,no,no,yes
33,non-binary,6,YouTube,Travel,Australia,Urban,Software Engineer,14652,yes,yes,yes
58,male,1,Facebook,Travel,United Kingdom,Urban,Student,16792,no,yes,yes
53,non-binary,3,Facebook,Sports,United States,Urban,Marketer Manager,19247,no,no,no
50,male,2,YouTube,Sports,United States,Sub_Urban,Software Engineer,17456,yes,no,yes
21,non-binary,7,Instagram,Sports,United States,Sub_Urban,Marketer Manager,14674,yes,yes,no
50,male,4,YouTube,Sports,United Kingdom,Rural,Student,10541,yes,yes,yes
31,non-binary,8,Instagram,Sports,United States,Sub_Urban,Marketer Manager,12161,yes,yes,no
38,male,6,Facebook,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,12251,no,yes,no
37,female,4,Facebook,Sports,United States,Sub_Urban,Software Engineer,19244,no,no,yes
25,female,5,Instagram,Sports,United States,Rural,Marketer Manager,14569,yes,yes,no
24,male,9,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,12744,yes,yes,no
20,non-binary,7,Instagram,Sports,United States,Sub_Urban,Marketer Manager,16041,no,no,no
34,male,9,Instagram,Travel,Australia,Rural,Software Engineer,14675,yes,yes,yes
50,non-binary,7,Facebook,Sports,United Kingdom,Rural,Student,11560,yes,yes,no
29,female,1,Instagram,Sports,United Kingdom,Rural,Student,11164,yes,no,yes
39,non-binary,8,YouTube,Travel,United Kingdom,Urban,Marketer Manager,15419,yes,no,yes
39,female,4,YouTube,Travel,Australia,Sub_Urban,Software Engineer,12722,no,yes,no
63,non-binary,3,Facebook,Travel,United Kingdom,Rural,Marketer Manager,10470,yes,no,yes
47,non-binary,7,Facebook,Travel,United States,Urban,Student,19608,no,no,no
55,non-binary,3,Instagram,Sports,United States,Rural,Software Engineer,11468,yes,yes,yes
55,male,8,Instagram,Travel,United States,Rural,Student,17925,yes,no,no
62,male,6,Instagram,Travel,United Kingdom,Rural,Student,10808,no,yes,yes
25,female,5,Instagram,Lifestlye,United States,Rural,Software Engineer,18363,yes,yes,no
44,female,4,YouTube,Travel,United Kingdom,Rural,Software Engineer,16719,no,yes,no
44,male,8,YouTube,Travel,United States,Urban,Marketer Manager,15073,yes,yes,no
51,female,8,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,18012,yes,no,no
38,male,1,Instagram,Lifestlye,Australia,Sub_Urban,Student,11645,yes,yes,yes
47,non-binary,9,Instagram,Sports,Australia,Sub_Urban,Software Engineer,18249,yes,yes,yes
50,female,5,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,11129,yes,yes,no
45,female,4,Instagram,Sports,United Kingdom,Urban,Marketer Manager,11353,no,yes,yes
64,male,6,Instagram,Lifestlye,United States,Urban,Student,10767,no,no,no
50,female,6,Instagram,Lifestlye,Australia,Urban,Student,13895,yes,no,no
22,female,2,Instagram,Sports,United Kingdom,Rural,Marketer Manager,18874,yes,no,yes
36,non-binary,8,Instagram,Lifestlye,Australia,Rural,Software Engineer,13454,no,yes,yes
21,female,7,Facebook,Sports,Australia,Rural,Marketer Manager,17329,no,no,no
52,non-binary,1,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11790,yes,no,yes
34,male,5,Facebook,Travel,United Kingdom,Rural,Marketer Manager,19669,yes,yes,no
61,female,6,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,10885,no,no,yes
45,non-binary,4,YouTube,Sports,United States,Rural,Software Engineer,17734,yes,yes,yes
47,male,2,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,13906,no,no,yes
46,female,4,YouTube,Sports,Australia,Rural,Software Engineer,14492,yes,no,yes
63,male,1,YouTube,Sports,United States,Rural,Marketer Manager,19730,no,no,yes
23,female,7,Facebook,Travel,United States,Urban,Student,12073,no,no,no
52,male,2,Facebook,Travel,United Kingdom,Rural,Software Engineer,10312,yes,yes,yes
58,male,2,Instagram,Sports,United States,Rural,Student,16269,no,yes,yes
54,non-binary,9,YouTube,Lifestlye,United States,Urban,Marketer Manager,15317,yes,no,no
41,male,5,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,10810,yes,yes,no
46,female,2,Instagram,Sports,United States,Urban,Marketer Manager,16841,yes,no,no
63,female,9,Instagram,Lifestlye,Australia,Urban,Software Engineer,12032,yes,no,yes
48,non-binary,9,Facebook,Lifestlye,United States,Sub_Urban,Student,19699,no,no,yes
52,female,1,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,17129,yes,no,no
50,female,3,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,12705,yes,no,no
38,female,4,YouTube,Sports,United States,Rural,Marketer Manager,18788,yes,no,no
49,male,7,YouTube,Sports,United States,Rural,Student,12147,yes,yes,no
40,male,4,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,10615,no,yes,yes
50,female,2,Instagram,Sports,United Kingdom,Urban,Software Engineer,10947,yes,no,yes
20,non-binary,7,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,15677,no,yes,yes
35,male,6,Instagram,Travel,Australia,Rural,Student,14651,no,no,yes
42,non-binary,3,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,17866,no,yes,yes
59,female,6,Instagram,Sports,Australia,Sub_Urban,Student,12013,yes,yes,no
48,female,6,YouTube,Travel,Australia,Rural,Student,13697,yes,yes,yes
20,male,5,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,10490,yes,no,no
57,female,4,YouTube,Travel,United States,Sub_Urban,Software Engineer,14350,yes,yes,no
63,male,1,YouTube,Travel,Australia,Rural,Marketer Manager,12428,no,no,no
41,female,6,Instagram,Sports,Australia,Rural,Software Engineer,14987,no,no,yes
49,female,2,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,18733,yes,no,no
64,male,3,YouTube,Travel,United States,Urban,Marketer Manager,19479,yes,yes,yes
39,male,8,Facebook,Travel,United Kingdom,Sub_Urban,Software Engineer,19825,yes,yes,no
40,male,6,Facebook,Lifestlye,United Kingdom,Urban,Software Engineer,14920,yes,yes,yes
19,female,3,Instagram,Travel,United Kingdom,Urban,Marketer Manager,12926,yes,no,no
44,female,7,Facebook,Travel,United States,Urban,Marketer Manager,19544,yes,no,yes
59,non-binary,4,YouTube,Travel,Australia,Urban,Marketer Manager,17282,yes,yes,no
19,male,9,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,14376,no,no,no
43,female,5,YouTube,Lifestlye,United Kingdom,Rural,Student,19490,no,yes,no
34,female,3,Instagram,Lifestlye,United States,Rural,Software Engineer,14868,no,yes,no
57,male,2,Instagram,Lifestlye,Australia,Rural,Student,16986,no,yes,yes
50,non-binary,2,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16862,yes,yes,yes
26,male,3,Instagram,Travel,Australia,Rural,Student,14423,yes,no,yes
60,non-binary,2,Facebook,Lifestlye,Australia,Rural,Marketer Manager,16870,yes,yes,no
56,female,4,YouTube,Travel,United States,Sub_Urban,Marketer Manager,18159,yes,yes,no
46,non-binary,2,YouTube,Travel,United States,Urban,Student,12073,yes,yes,no
59,female,9,YouTube,Sports,Australia,Rural,Marketer Manager,16170,no,yes,no
43,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban,Student,10701,yes,yes,no
52,male,9,Facebook,Lifestlye,United States,Rural,Marketer Manager,18113,no,yes,no
42,male,6,YouTube,Travel,Australia,Rural,Software Engineer,16825,yes,yes,yes
41,non-binary,1,Facebook,Lifestlye,United States,Urban,Software Engineer,17867,no,no,yes
30,female,4,Instagram,Travel,United States,Urban,Marketer Manager,14264,yes,no,yes
24,male,1,YouTube,Travel,United States,Urban,Marketer Manager,17968,no,no,yes
53,male,6,Facebook,Sports,Australia,Rural,Student,18146,yes,no,yes
62,female,4,Instagram,Sports,United Kingdom,Rural,Software Engineer,17776,yes,yes,yes
37,male,3,Facebook,Sports,United Kingdom,Rural,Student,18558,yes,no,yes
18,female,3,YouTube,Travel,United Kingdom,Urban,Marketer Manager,18719,yes,no,yes
25,female,9,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,14886,no,no,no
63,female,6,Instagram,Sports,Australia,Rural,Student,13935,yes,yes,no
33,female,9,Instagram,Lifestlye,United States,Rural,Marketer Manager,14619,no,no,no
31,female,5,Instagram,Sports,United Kingdom,Rural,Software Engineer,15191,yes,no,no
29,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban,Student,16875,no,yes,no
40,male,8,Facebook,Travel,Australia,Rural,Software Engineer,17856,yes,no,no
32,non-binary,5,Facebook,Sports,United States,Sub_Urban,Software Engineer,15401,yes,yes,no
45,male,2,Instagram,Sports,United Kingdom,Rural,Software Engineer,13022,no,no,yes
51,non-binary,4,YouTube,Travel,Australia,Sub_Urban,Student,15738,yes,yes,yes
19,female,9,YouTube,Lifestlye,United States,Rural,Marketer Manager,15984,yes,no,no
49,male,4,Facebook,Sports,United States,Urban,Software Engineer,11770,no,no,yes
40,male,4,Facebook,Travel,United Kingdom,Urban,Software Engineer,19969,yes,no,yes
39,non-binary,2,YouTube,Sports,United Kingdom,Urban,Software Engineer,18989,no,yes,yes
42,non-binary,6,YouTube,Travel,United States,Urban,Marketer Manager,13215,yes,no,yes
39,male,2,Facebook,Lifestlye,United States,Rural,Marketer Manager,16694,no,yes,yes
39,non-binary,7,Facebook,Lifestlye,United Kingdom,Urban,Student,12976,no,yes,no
59,non-binary,3,YouTube,Travel,United States,Sub_Urban,Marketer Manager,13737,no,yes,yes
23,non-binary,3,Instagram,Travel,United Kingdom,Urban,Student,19903,no,yes,no
32,female,5,Facebook,Travel,United States,Urban,Student,10752,yes,no,no
60,female,3,YouTube,Lifestlye,United Kingdom,Urban,Student,11392,yes,no,no
54,non-binary,2,YouTube,Sports,Australia,Rural,Student,16789,no,no,yes
50,non-binary,9,YouTube,Lifestlye,United Kingdom,Urban,Student,10677,yes,yes,no
25,female,2,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,10105,yes,no,no
61,female,2,Instagram,Travel,Australia,Urban,Marketer Manager,14753,yes,yes,no
61,male,8,YouTube,Lifestlye,United States,Urban,Software Engineer,11946,no,yes,no
22,male,9,Facebook,Travel,Australia,Urban,Student,15544,yes,yes,yes
56,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11095,yes,no,no
21,non-binary,3,YouTube,Travel,United States,Urban,Software Engineer,16985,no,no,no
23,non-binary,9,Instagram,Sports,Australia,Sub_Urban,Software Engineer,11782,yes,yes,no
62,non-binary,3,Facebook,Sports,United States,Sub_Urban,Student,14541,no,no,no
49,non-binary,5,YouTube,Travel,United States,Urban,Software Engineer,13257,no,no,yes
47,male,9,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,16213,no,yes,no
64,female,3,YouTube,Sports,United States,Rural,Software Engineer,14869,yes,yes,no
52,non-binary,7,YouTube,Lifestlye,Australia,Urban,Software Engineer,11561,yes,no,no
57,male,1,YouTube,Travel,United Kingdom,Urban,Software Engineer,14006,no,yes,no
33,non-binary,4,YouTube,Lifestlye,United States,Sub_Urban,Student,19867,no,yes,no
30,female,4,YouTube,Sports,United Kingdom,Sub_Urban,Student,19314,no,no,no
59,male,7,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,13981,no,no,yes
47,female,8,YouTube,Lifestlye,United States,Rural,Student,19493,no,yes,no
36,female,1,YouTube,Travel,Australia,Sub_Urban,Student,15682,no,no,yes
34,male,5,Instagram,Travel,United States,Sub_Urban,Marketer Manager,15782,yes,yes,yes
36,male,7,Instagram,Travel,United Kingdom,Rural,Software Engineer,10943,no,yes,no
45,male,4,Instagram,Sports,United Kingdom,Rural,Student,14550,no,no,yes
43,male,4,Instagram,Sports,Australia,Urban,Student,19137,no,yes,no
54,male,4,Instagram,Travel,United States,Rural,Software Engineer,10600,yes,yes,yes
43,male,6,Instagram,Travel,United Kingdom,Urban,Marketer Manager,16376,yes,yes,no
40,male,7,YouTube,Sports,United Kingdom,Rural,Software Engineer,19609,yes,no,yes
26,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,11524,yes,no,yes
29,female,5,Facebook,Sports,Australia,Urban,Software Engineer,13766,no,no,no
18,male,4,YouTube,Sports,United Kingdom,Urban,Software Engineer,10250,yes,yes,yes
18,non-binary,3,YouTube,Travel,United Kingdom,Urban,Software Engineer,19736,no,yes,yes
64,non-binary,7,Instagram,Sports,United States,Rural,Software Engineer,10078,no,no,yes
51,non-binary,6,Instagram,Travel,United States,Sub_Urban,Marketer Manager,13123,no,no,yes
49,female,7,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,19089,no,no,yes
42,male,5,Facebook,Lifestlye,United Kingdom,Urban,Student,17064,no,yes,no
57,non-binary,6,Instagram,Sports,United States,Urban,Software Engineer,18417,no,no,yes
62,female,5,YouTube,Lifestlye,Australia,Urban,Marketer Manager,11209,yes,yes,yes
18,female,7,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,15153,yes,no,no
33,female,2,Facebook,Lifestlye,Australia,Rural,Marketer Manager,14898,yes,yes,no
56,non-binary,5,Facebook,Sports,Australia,Sub_Urban,Software Engineer,12178,yes,yes,no
22,male,6,Instagram,Sports,Australia,Urban,Student,17610,yes,no,yes
39,non-binary,6,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,18895,no,yes,yes
46,non-binary,5,YouTube,Travel,Australia,Urban,Software Engineer,12544,yes,no,yes
20,male,7,YouTube,Lifestlye,Australia,Rural,Marketer Manager,15522,yes,yes,yes
29,male,8,Facebook,Sports,United States,Rural,Marketer Manager,12370,yes,yes,no
43,male,7,Facebook,Sports,Australia,Rural,Student,13281,no,no,no
33,female,5,Facebook,Sports,Australia,Urban,Marketer Manager,14710,no,yes,yes
54,male,1,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,10328,no,no,yes
39,non-binary,5,Instagram,Travel,United Kingdom,Rural,Software Engineer,15579,yes,no,yes
46,male,2,Facebook,Sports,United States,Urban,Software Engineer,14228,yes,no,yes
31,non-binary,5,Instagram,Sports,United States,Urban,Student,16794,yes,yes,no
45,female,5,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,10120,yes,yes,no
22,non-binary,2,Facebook,Travel,Australia,Rural,Software Engineer,16749,yes,yes,yes
64,non-binary,5,Instagram,Lifestlye,Australia,Urban,Student,10964,no,no,no
47,male,4,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,14224,yes,no,yes
63,male,1,YouTube,Travel,United States,Rural,Student,13675,no,yes,yes
22,non-binary,3,YouTube,Travel,Australia,Sub_Urban,Software Engineer,15694,yes,yes,no
29,male,1,YouTube,Sports,United States,Sub_Urban,Student,12076,no,no,yes
33,female,5,Facebook,Travel,United Kingdom,Urban,Marketer Manager,16865,no,yes,no
43,female,4,Facebook,Travel,United Kingdom,Urban,Student,15643,no,no,yes
43,male,7,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,18524,no,yes,no
38,female,5,YouTube,Sports,United States,Sub_Urban,Software Engineer,15249,yes,no,yes
56,male,4,Facebook,Sports,Australia,Urban,Student,11316,yes,yes,no
53,non-binary,2,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,11196,yes,yes,yes
50,non-binary,4,YouTube,Sports,United Kingdom,Sub_Urban,Student,13170,no,no,yes
47,female,2,Instagram,Sports,Australia,Urban,Marketer Manager,19621,yes,no,no
54,male,8,Instagram,Travel,United Kingdom,Rural,Marketer Manager,10355,yes,no,yes
40,male,3,Instagram,Lifestlye,United States,Rural,Student,19718,yes,yes,no
27,female,9,Instagram,Sports,United Kingdom,Rural,Marketer Manager,10028,yes,no,no
22,non-binary,4,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,11013,no,no,yes
53,female,6,Instagram,Lifestlye,United Kingdom,Sub_Urban,Student,19019,no,yes,yes
51,non-binary,5,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,12024,yes,no,yes
48,male,1,Instagram,Sports,Australia,Urban,Software Engineer,18490,yes,no,yes
27,non-binary,9,Instagram,Travel,United Kingdom,Sub_Urban,Student,15839,yes,no,no
36,female,1,YouTube,Sports,Australia,Urban,Software Engineer,15791,no,yes,yes
49,male,8,Instagram,Travel,Australia,Urban,Software Engineer,10754,no,yes,yes
18,female,9,YouTube,Lifestlye,Australia,Rural,Software Engineer,18961,no,yes,yes
22,female,9,Facebook,Sports,United States,Rural,Marketer Manager,13735,yes,no,no
62,non-binary,1,YouTube,Lifestlye,Australia,Rural,Student,11238,no,yes,yes
21,female,2,YouTube,Lifestlye,United States,Urban,Student,11906,no,no,no
33,non-binary,1,Instagram,Travel,United Kingdom,Urban,Marketer Manager,17399,no,no,yes
41,male,2,Facebook,Sports,Australia,Urban,Student,17961,no,no,no
33,non-binary,8,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,19756,no,yes,yes
19,male,5,Facebook,Travel,Australia,Urban,Student,19410,yes,yes,yes
45,non-binary,7,Facebook,Sports,United Kingdom,Rural,Marketer Manager,14601,yes,no,no
49,female,2,YouTube,Sports,United States,Rural,Software Engineer,19549,yes,no,yes
44,non-binary,8,Facebook,Lifestlye,United States,Urban,Marketer Manager,11460,yes,yes,yes
37,non-binary,6,YouTube,Sports,Australia,Urban,Software Engineer,17669,no,yes,yes
41,male,8,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,11416,yes,yes,no
