age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car
29,female,1,YouTube,Sports,United Kingdom,Urban,Student,17766,yes,no,yes
52,non-binary,1,Facebook,Travel,United Kingdom,Rural,Software Engineer,11428,yes,yes,no
50,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,14378,no,yes,no
50,non-binary,8,Instagram,Lifestlye,United Kingdom,Rural,Student,17529,yes,yes,no
60,non-binary,3,Facebook,Sports,United States,Sub_Urban,Marketer Manager,14474,no,no,yes
54,female,5,Instagram,Sports,United States,Urban,Software Engineer,13071,no,yes,no
29,non-binary,1,Instagram,Lifestlye,United States,Urban,Marketer Manager,10555,no,no,no
20,female,7,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,18547,yes,no,yes
18,non-binary,5,YouTube,Travel,United Kingdom,Urban,Software Engineer,11563,no,no,no
50,male,8,Facebook,Sports,Australia,Sub_Urban,Student,11040,yes,yes,no
57,female,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,12686,yes,yes,yes
27,non-binary,9,Instagram,Travel,United States,Rural,Software Engineer,12553,yes,yes,yes
60,non-binary,7,YouTube,Travel,Australia,Urban,Student,11779,no,no,no
61,male,1,Facebook,Travel,United States,Rural,Student,10075,no,yes,yes
46,female,3,Facebook,Travel,United Kingdom,Rural,Student,14326,yes,no,yes
30,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,15835,no,yes,yes
29,male,3,Facebook,Travel,United Kingdom,Urban,Marketer Manager,15057,no,yes,no
48,non-binary,8,Facebook,Sports,United States,Sub_Urban,Marketer Manager,12349,no,yes,no
63,female,1,Facebook,Travel,United Kingdom,Urban,Student,12773,yes,yes,yes
19,non-binary,5,Instagram,Lifestlye,United States,Rural,Marketer Manager,12262,no,no,no
52,non-binary,4,YouTube,Travel,Australia,Rural,Software Engineer,13229,no,no,yes
40,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,10392,yes,no,yes
34,non-binary,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,11108,no,no,yes
43,male,4,YouTube,Travel,United Kingdom,Sub_Urban,Student,14362,yes,yes,yes
25,male,4,YouTube,Travel,Australia,Urban,Marketer Manager,15188,no,no,yes
46,female,3,YouTube,Lifestlye,United Kingdom,Urban,Software Engineer,18802,no,no,no
43,male,7,Facebook,Lifestlye,United States,Urban,Student,15057,no,no,no
27,male,3,Facebook,Travel,United States,Sub_Urban,Software Engineer,13998,no,yes,no
43,female,3,YouTube,Sports,United Kingdom,Urban,Student,18864,no,no,no
51,male,5,YouTube,Travel,United Kingdom,Rural,Student,16566,no,no,yes
58,male,5,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,13677,yes,yes,yes
24,female,6,Instagram,Travel,Australia,Sub_Urban,Software Engineer,15796,no,yes,no
21,female,8,YouTube,Lifestlye,Australia,Rural,Student,16363,no,no,no
62,female,6,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,18123,no,no,yes
28,non-binary,1,YouTube,Lifestlye,Australia,Rural,Student,18222,yes,yes,yes
46,non-binary,8,Instagram,Travel,Australia,Urban,Student,17690,yes,no,yes
53,female,8,Instagram,Lifestlye,United States,Rural,Student,11400,yes,yes,no
42,female,9,Instagram,Lifestlye,Australia,Urban,Student,14071,no,no,yes
38,female,9,Facebook,Travel,United States,Sub_Urban,Student,18808,no,no,yes
53,non-binary,2,Instagram,Lifestlye,United States,Sub_Urban,Student,12786,yes,no,no
27,non-binary,2,Instagram,Travel,Australia,Rural,Marketer Manager,17169,yes,no,no
54,male,3,Instagram,Lifestlye,United States,Urban,Student,10870,yes,no,no
26,male,1,YouTube,Sports,United Kingdom,Rural,Software Engineer,14196,no,yes,yes
41,female,4,Instagram,Sports,United Kingdom,Rural,Marketer Manager,19604,yes,yes,yes
52,non-binary,4,YouTube,Lifestlye,Australia,Urban,Software Engineer,12739,no,no,no
52,non-binary,9,Instagram,Sports,United Kingdom,Rural,Student,10940,no,no,yes
53,non-binary,9,Instagram,Travel,United States,Sub_Urban,Software Engineer,10340,no,no,yes
35,female,9,Facebook,Sports,United Kingdom,Rural,Student,17422,yes,yes,yes
56,male,7,YouTube,Lifestlye,Australia,Urban,Student,14133,no,yes,no
49,female,2,Instagram,Lifestlye,Australia,Urban,Marketer Manager,10659,yes,yes,no
41,male,5,YouTube,Travel,United States,Sub_Urban,Marketer Manager,19752,yes,yes,yes
40,male,4,YouTube,Lifestlye,Australia,Urban,Student,13457,yes,yes,yes
49,female,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,19848,yes,yes,yes
54,male,2,Facebook,Sports,Australia,Sub_Urban,Software Engineer,12975,no,yes,yes
29,male,6,Facebook,Sports,United States,Rural,Marketer Manager,19241,no,yes,no
30,non-binary,5,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,10453,no,no,no
40,male,2,Facebook,Travel,United Kingdom,Rural,Software Engineer,19896,no,yes,yes
42,female,1,Facebook,Lifestlye,United States,Sub_Urban,Marketer Manager,18184,yes,yes,yes
52,female,8,Facebook,Sports,United Kingdom,Rural,Student,15442,yes,yes,no
58,male,2,Facebook,Travel,United States,Sub_Urban,Software Engineer,10818,yes,yes,yes
47,non-binary,7,Instagram,Sports,Australia,Rural,Student,14868,yes,no,no
34,non-binary,9,YouTube,Travel,United States,Sub_Urban,Software Engineer,10012,no,yes,yes
37,male,9,Facebook,Sports,United States,Rural,Student,17727,yes,no,no
42,male,8,Facebook,Lifestlye,Australia,Sub_Urban,Student,10920,no,no,yes
39,female,9,YouTube,Sports,United Kingdom,Urban,Marketer Manager,14920,yes,no,yes
30,male,2,Instagram,Sports,Australia,Rural,Student,12418,yes,yes,no
36,non-binary,6,YouTube,Sports,United States,Sub_Urban,Marketer Manager,19506,yes,yes,no
53,male,4,YouTube,Sports,Australia,Rural,Software Engineer,16475,yes,yes,yes
29,female,4,Facebook,Sports,United States,Rural,Student,12017,no,no,yes
58,female,5,YouTube,Lifestlye,Australia,Sub_Urban,Student,17957,no,no,no
36,female,3,YouTube,Travel,Australia,Rural,Software Engineer,19420,no,no,no
29,female,1,Facebook,Sports,United Kingdom,Sub_Urban,Software Engineer,14792,no,no,yes
26,female,8,Facebook,Lifestlye,United States,Urban,Student,16830,yes,yes,yes
24,male,5,Facebook,Sports,United Kingdom,Rural,Software Engineer,12434,yes,yes,no
45,male,3,Facebook,Sports,United States,Urban,Marketer Manager,12868,no,yes,no
31,male,7,YouTube,Travel,Australia,Rural,Software Engineer,11438,no,no,no
48,male,7,YouTube,Sports,United States,Rural,Software Engineer,13543,yes,no,no
36,female,1,Instagram,Lifestlye,United Kingdom,Rural,Student,11781,yes,yes,no
64,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,16343,no,yes,yes
33,male,2,YouTube,Travel,United Kingdom,Urban,Software Engineer,12263,no,no,yes
22,non-binary,5,Instagram,Sports,United States,Rural,Marketer Manager,10211,no,yes,no
52,male,5,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18699,yes,yes,yes
29,male,8,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16159,no,no,yes
42,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,Student,17027,no,no,no
38,female,7,Instagram,Sports,Australia,Rural,Software Engineer,10331,no,no,yes
53,male,7,Facebook,Travel,Australia,Urban,Student,16860,no,yes,yes
40,male,6,Facebook,Sports,United States,Urban,Software Engineer,18044,no,no,yes
33,male,6,Facebook,Lifestlye,United States,Rural,Software Engineer,18169,yes,yes,no
56,non-binary,9,Facebook,Sports,United Kingdom,Sub_Urban,Student,18742,no,yes,no
62,female,6,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15720,yes,no,yes
59,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,19133,no,yes,yes
56,non-binary,2,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,10727,no,no,yes
31,female,5,Instagram,Lifestlye,Australia,Sub_Urban,Student,14975,no,no,yes
48,non-binary,4,Facebook,Sports,Australia,Urban,Marketer Manager,13243,yes,yes,yes
22,female,2,Instagram,Sports,Australia,Rural,Marketer Manager,10648,yes,yes,yes
52,male,3,Instagram,Lifestlye,United States,Urban,Software Engineer,15095,yes,no,no
40,female,7,Instagram,Travel,United States,Urban,Software Engineer,16614,no,no,yes
46,male,8,YouTube,Sports,United Kingdom,Rural,Student,17135,no,no,yes
60,non-binary,6,Instagram,Travel,United States,Rural,Software Engineer,11009,yes,no,no
28,non-binary,5,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,11550,yes,no,yes
35,male,1,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,18995,no,no,yes
64,non-binary,8,YouTube,Sports,United States,Urban,Marketer Manager,17492,yes,yes,yes
29,female,3,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,13401,no,yes,yes
26,male,6,YouTube,Travel,United Kingdom,Sub_Urban,Student,17447,yes,yes,no
27,non-binary,3,Facebook,Sports,United States,Rural,Student,15424,yes,yes,yes
61,male,7,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,14241,yes,no,no
34,female,7,YouTube,Lifestlye,United Kingdom,Urban,Software Engineer,13161,no,yes,yes
55,female,9,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,14155,no,yes,yes
24,non-binary,5,Instagram,Sports,Australia,Urban,Student,17478,yes,no,no
63,female,8,YouTube,Lifestlye,Australia,Rural,Marketer Manager,18719,no,yes,yes
30,male,8,Instagram,Travel,United States,Urban,Software Engineer,19215,no,no,no
57,female,1,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,16617,no,no,no
59,male,5,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,15660,no,no,no
26,male,3,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,18624,yes,no,yes
44,female,1,Instagram,Travel,United States,Rural,Software Engineer,11176,no,no,yes
19,non-binary,4,Facebook,Sports,Australia,Rural,Software Engineer,17956,no,yes,yes
22,female,8,YouTube,Sports,United Kingdom,Sub_Urban,Software Engineer,18592,yes,yes,yes
46,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,12233,no,yes,no
54,male,2,Instagram,Lifestlye,United States,Rural,Software Engineer,14700,no,no,yes
55,female,9,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15906,no,yes,yes
36,non-binary,5,YouTube,Sports,Australia,Sub_Urban,Student,17860,yes,yes,no
25,non-binary,7,Instagram,Travel,Australia,Urban,Software Engineer,17526,yes,yes,no
62,male,2,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,15559,no,yes,yes
18,male,9,Facebook,Sports,United States,Rural,Student,16732,no,no,no
39,non-binary,9,YouTube,Travel,Australia,Sub_Urban,Student,12513,yes,yes,no
34,female,4,YouTube,Lifestlye,United Kingdom,Urban,Student,17830,yes,no,no
24,male,4,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,19965,yes,no,no
42,male,6,Instagram,Travel,United Kingdom,Rural,Software Engineer,16944,no,yes,no
62,non-binary,6,YouTube,Travel,Australia,Sub_Urban,Software Engineer,17910,no,no,yes
21,female,1,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15649,yes,no,yes
53,non-binary,9,Instagram,Sports,Australia,Rural,Software Engineer,11096,no,no,yes
23,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Marketer Manager,19120,no,no,yes
48,female,5,YouTube,Sports,Australia,Rural,Software Engineer,11951,no,no,yes
36,female,9,Instagram,Sports,Australia,Rural,Student,19746,no,no,yes
61,male,4,YouTube,Sports,Australia,Urban,Software Engineer,19186,no,no,yes
56,non-binary,3,Instagram,Travel,Australia,Urban,Marketer Manager,17799,no,yes,no
44,non-binary,7,Facebook,Travel,Australia,Urban,Marketer Manager,18804,no,yes,yes
27,female,6,Instagram,Sports,United Kingdom,Urban,Student,10595,yes,no,yes
43,male,8,Instagram,Sports,Australia,Rural,Marketer Manager,17875,yes,no,yes
36,male,3,YouTube,Travel,United States,Sub_Urban,Software Engineer,19033,yes,yes,no
56,non-binary,5,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,14439,yes,yes,yes
20,male,4,Instagram,Sports,Australia,Rural,Student,15972,yes,yes,yes
62,male,4,Facebook,Lifestlye,United States,Rural,Marketer Manager,10858,yes,yes,no
30,female,4,Instagram,Travel,Australia,Sub_Urban,Student,15519,yes,no,yes
45,male,8,Instagram,Sports,United States,Urban,Software Engineer,17385,yes,no,yes
37,female,6,Facebook,Lifestlye,United States,Rural,Student,18636,yes,yes,no
45,non-binary,3,YouTube,Lifestlye,United States,Rural,Marketer Manager,19980,no,yes,yes
25,male,5,Instagram,Lifestlye,United States,Urban,Student,14317,no,yes,no
58,non-binary,6,YouTube,Travel,United Kingdom,Rural,Marketer Manager,13454,yes,yes,yes
56,non-binary,5,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,11030,no,no,yes
18,male,6,Facebook,Lifestlye,United States,Rural,Software Engineer,19487,no,yes,yes
20,male,8,Facebook,Lifestlye,Australia,Rural,Software Engineer,17906,yes,yes,no
30,non-binary,7,YouTube,Travel,United States,Urban,Software Engineer,11447,yes,yes,no
45,male,5,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,12850,yes,no,no
42,female,6,YouTube,Lifestlye,Australia,Rural,Student,18106,no,no,yes
50,female,4,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,17151,no,no,yes
55,male,9,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,19503,yes,yes,no
23,non-binary,4,Facebook,Lifestlye,Australia,Urban,Software Engineer,16952,no,yes,no
61,male,1,Instagram,Lifestlye,United States,Sub_Urban,Student,14055,no,yes,yes
62,male,7,Instagram,Travel,United States,Rural,Software Engineer,15402,no,no,yes
49,non-binary,7,YouTube,Lifestlye,United States,Urban,Software Engineer,19281,yes,no,yes
62,non-binary,4,Facebook,Travel,United States,Urban,Software Engineer,11672,no,yes,yes
64,female,3,Instagram,Travel,Australia,Rural,Student,14532,no,yes,no
38,non-binary,8,Instagram,Sports,Australia,Rural,Marketer Manager,14924,no,no,yes
33,female,5,Facebook,Sports,Australia,Urban,Software Engineer,16085,no,yes,yes
38,non-binary,7,YouTube,Lifestlye,United Kingdom,Rural,Student,17734,no,yes,yes
28,male,4,Facebook,Travel,Australia,Urban,Software Engineer,14864,no,yes,yes
54,female,4,Facebook,Sports,United States,Rural,Student,19316,no,no,yes
53,female,8,Instagram,Lifestlye,United Kingdom,Rural,Software Engineer,11221,yes,yes,yes
52,female,8,Instagram,Sports,United States,Sub_Urban,Student,12860,yes,yes,yes
36,male,2,YouTube,Sports,United States,Rural,Software Engineer,18428,no,yes,no
37,male,2,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,19336,yes,yes,no
35,male,3,Instagram,Travel,Australia,Rural,Software Engineer,13253,no,no,no
64,male,3,Facebook,Sports,United States,Urban,Student,13782,no,no,yes
58,male,1,Instagram,Sports,United States,Urban,Software Engineer,16957,no,no,no
31,female,3,YouTube,Travel,United Kingdom,Rural,Marketer Manager,10766,yes,yes,yes
32,male,6,Facebook,Lifestlye,Australia,Rural,Software Engineer,12681,no,no,yes
48,female,8,YouTube,Travel,United Kingdom,Urban,Student,17710,no,yes,yes
18,male,6,Facebook,Sports,United Kingdom,Rural,Student,17482,yes,no,yes
20,non-binary,5,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,15086,yes,yes,no
33,female,4,Facebook,Sports,United States,Sub_Urban,Student,17964,no,no,yes
40,non-binary,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,12665,yes,no,yes
28,female,4,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,19951,yes,no,no
29,non-binary,7,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,13513,no,yes,no
27,male,1,YouTube,Lifestlye,Australia,Rural,Student,10495,no,yes,no
49,male,7,YouTube,Sports,Australia,Rural,Software Engineer,15822,no,yes,yes
33,male,1,Instagram,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,12072,yes,no,no
25,female,2,Instagram,Travel,United States,Rural,Software Engineer,17795,yes,yes,yes
55,non-binary,4,Instagram,Sports,Australia,Rural,Marketer Manager,18529,yes,yes,yes
29,male,1,Facebook,Travel,United Kingdom,Sub_Urban,Student,13949,no,yes,no
41,non-binary,9,Facebook,Sports,United Kingdom,Rural,Student,16033,yes,yes,no
45,non-binary,6,Facebook,Lifestlye,United States,Rural,Student,18328,yes,yes,no
25,male,1,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,12555,no,yes,yes
45,male,1,YouTube,Lifestlye,Australia,Sub_Urban,Student,16370,no,no,yes
53,non-binary,6,Instagram,Sports,United States,Rural,Marketer Manager,14415,no,no,yes
43,male,4,Facebook,Travel,Australia,Urban,Marketer Manager,15959,yes,yes,yes
25,male,4,Facebook,Travel,Australia,Urban,Student,19107,no,no,yes
45,male,6,Instagram,Sports,Australia,Sub_Urban,Software Engineer,15993,yes,no,yes
45,female,7,Instagram,Sports,United Kingdom,Urban,Software Engineer,15021,yes,yes,no
54,non-binary,9,Facebook,Travel,United Kingdom,Sub_Urban,Student,12907,no,yes,yes
58,non-binary,5,Facebook,Travel,Australia,Urban,Student,12914,no,no,no
53,female,9,Facebook,Travel,Australia,Urban,Marketer Manager,13870,no,yes,no
44,non-binary,4,Instagram,Travel,United States,Urban,Student,19190,no,no,no
34,male,2,Facebook,Sports,United States,Sub_Urban,Marketer Manager,15085,no,no,no
26,non-binary,3,Facebook,Sports,United Kingdom,Sub_Urban,Student,16546,yes,no,no
50,male,1,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,10395,yes,yes,yes
37,female,6,Instagram,Travel,United States,Sub_Urban,Software Engineer,10938,yes,no,yes
30,male,6,YouTube,Lifestlye,Australia,Urban,Student,19828,no,yes,yes
45,non-binary,1,YouTube,Sports,United Kingdom,Urban,Marketer Manager,12510,yes,yes,yes
46,non-binary,3,Facebook,Sports,Australia,Sub_Urban,Software Engineer,14636,no,yes,no
30,non-binary,5,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11649,no,yes,no
63,female,3,Facebook,Travel,United Kingdom,Sub_Urban,Student,13690,yes,yes,no
52,female,3,Instagram,Travel,United Kingdom,Rural,Student,13435,yes,no,yes
23,non-binary,3,YouTube,Travel,United States,Urban,Software Engineer,13201,no,yes,yes
35,male,5,Instagram,Travel,United Kingdom,Rural,Student,14179,yes,yes,yes
22,female,5,Facebook,Lifestlye,United States,Rural,Software Engineer,18405,no,yes,yes
64,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,13237,yes,yes,no
42,non-binary,1,Facebook,Sports,United States,Urban,Software Engineer,13862,yes,yes,no
19,female,5,Instagram,Travel,United Kingdom,Sub_Urban,Software Engineer,10058,yes,no,yes
27,female,5,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,14938,yes,yes,yes
47,female,4,YouTube,Travel,Australia,Rural,Software Engineer,12971,yes,yes,no
62,male,6,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,19719,no,no,no
22,male,4,Facebook,Travel,United Kingdom,Sub_Urban,Student,18314,yes,yes,no
50,non-binary,7,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,19628,yes,no,no
18,female,7,Facebook,Travel,Australia,Urban,Software Engineer,19354,yes,no,yes
35,male,2,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,13345,no,no,no
49,female,3,Facebook,Sports,United States,Urban,Marketer Manager,12486,no,no,no
64,non-binary,1,YouTube,Travel,United States,Sub_Urban,Software Engineer,10561,no,yes,no
28,male,8,YouTube,Travel,United States,Urban,Student,13981,no,yes,no
38,male,9,Facebook,Sports,Australia,Urban,Marketer Manager,16261,no,no,yes
43,male,4,Instagram,Lifestlye,Australia,Urban,Software Engineer,11737,yes,no,yes
42,non-binary,6,Facebook,Lifestlye,Australia,Urban,Marketer Manager,19096,yes,yes,yes
39,female,9,Instagram,Travel,United States,Sub_Urban,Student,13554,yes,no,yes
44,male,6,Facebook,Lifestlye,United Kingdom,Rural,Student,19918,no,no,yes
30,non-binary,9,YouTube,Travel,Australia,Urban,Student,19126,no,no,yes
50,female,4,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,17095,yes,yes,no
51,non-binary,8,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,18266,no,no,no
58,female,9,Instagram,Travel,United Kingdom,Urban,Student,10294,no,yes,no
52,non-binary,4,YouTube,Sports,United States,Rural,Software Engineer,18212,no,yes,no
18,female,5,Facebook,Sports,United Kingdom,Urban,Student,19230,yes,yes,yes
38,male,8,YouTube,Travel,Australia,Sub_Urban,Software Engineer,15330,yes,no,no
23,female,6,Instagram,Travel,United States,Rural,Student,14655,no,no,yes
45,non-binary,7,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,11109,no,yes,no
34,non-binary,3,YouTube,Lifestlye,Australia,Urban,Student,13771,no,yes,no
22,female,7,Instagram,Lifestlye,United States,Rural,Student,18563,no,yes,no
48,male,8,Instagram,Travel,Australia,Sub_Urban,Software Engineer,16123,yes,no,yes
22,male,6,YouTube,Travel,Australia,Sub_Urban,Software Engineer,17647,no,no,no
55,female,9,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,11174,yes,yes,yes
20,female,6,YouTube,Sports,Australia,Urban,Software Engineer,11164,yes,yes,yes
40,non-binary,9,Instagram,Lifestlye,United Kingdom,Rural,Software Engineer,19284,yes,no,no
54,male,4,YouTube,Lifestlye,Australia,Urban,Software Engineer,19475,no,yes,yes
