age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car
54,female,8,Instagram,Lifestlye,United Kingdom,Urban,Marketer Manager,19037,yes,no,yes
27,male,4,YouTube,Lifestlye,Australia,Urban,Student,18712,yes,no,no
27,female,2,Instagram,Travel,United States,Rural,Student,14466,no,yes,no
36,female,9,Instagram,Travel,United States,Urban,Student,15538,no,yes,no
34,male,5,Facebook,Sports,Australia,Urban,Marketer Manager,17111,no,no,no
38,female,4,YouTube,Sports,United States,Urban,Student,18434,yes,no,no
31,female,2,YouTube,Sports,Australia,Urban,Marketer Manager,12800,no,no,no
26,non-binary,1,Instagram,Sports,United States,Sub_Urban,Marketer Manager,14607,yes,no,yes
63,female,7,Instagram,Lifestlye,United Kingdom,Urban,Marketer Manager,17262,yes,no,no
18,female,6,Instagram,Travel,Australia,Sub_Urban,Student,11541,no,yes,no
62,female,2,Facebook,Travel,United Kingdom,Urban,Marketer Manager,12765,yes,no,yes
30,non-binary,8,Facebook,Sports,United Kingdom,Rural,Student,14491,yes,no,no
21,male,4,Instagram,Sports,Australia,Sub_Urban,Student,13083,yes,no,yes
18,non-binary,8,YouTube,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,15356,yes,yes,no
57,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,Software Engineer,11857,no,yes,no
49,male,5,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,10769,yes,no,yes
51,non-binary,8,Facebook,Travel,Australia,Rural,Marketer Manager,11422,no,no,no
45,male,9,Instagram,Travel,Australia,Urban,Student,18598,yes,yes,yes
48,non-binary,5,YouTube,Travel,United States,Sub_Urban,Marketer Manager,12972,yes,yes,no
25,male,5,Instagram,Sports,Australia,Rural,Marketer Manager,11872,no,yes,no
56,female,2,Facebook,Travel,Australia,Sub_Urban,Student,15599,yes,yes,yes
43,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,12269,yes,no,no
51,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,15275,yes,yes,no
20,non-binary,7,Facebook,Sports,United States,Rural,Student,14749,yes,no,yes
29,non-binary,5,Instagram,Lifestlye,United Kingdom,Urban,Student,16571,yes,no,no
18,female,8,Instagram,Sports,United Kingdom,Rural,Software Engineer,19373,yes,yes,yes
61,non-binary,1,YouTube,Travel,United States,Urban,Student,15072,no,yes,no
22,female,3,Facebook,Travel,United Kingdom,Urban,Software Engineer,19631,no,yes,yes
47,female,3,YouTube,Travel,United Kingdom,Urban,Marketer Manager,15463,no,yes,no
47,female,9,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,17450,yes,no,yes
34,female,5,Instagram,Sports,United Kingdom,Rural,Student,18420,yes,no,yes
64,male,9,Facebook,Travel,United States,Rural,Student,13959,yes,no,no
40,male,9,Instagram,Sports,United States,Rural,Marketer Manager,11313,no,yes,no
32,non-binary,1,Facebook,Travel,United Kingdom,Urban,Software Engineer,17847,yes,no,yes
54,male,2,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11070,no,yes,no
38,male,5,Instagram,Lifestlye,United States,Urban,Marketer Manager,19166,yes,no,yes
31,non-binary,4,YouTube,Sports,United States,Rural,Student,19930,yes,yes,no
19,non-binary,9,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,13285,yes,no,no
28,non-binary,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18949,no,no,yes
56,male,6,Instagram,Sports,United Kingdom,Sub_Urban,Student,13095,yes,yes,yes
55,male,7,YouTube,Travel,Australia,Rural,Marketer Manager,10320,no,no,no
51,non-binary,1,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,12321,yes,no,no
55,female,1,YouTube,Sports,United Kingdom,Sub_Urban,Student,10555,yes,yes,no
51,non-binary,8,YouTube,Lifestlye,United States,Urban,Student,14939,no,yes,no
35,female,2,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,15432,yes,yes,no
47,female,9,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11386,yes,yes,yes
32,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,Student,14763,yes,yes,no
44,non-binary,6,Facebook,Sports,Australia,Urban,Student,16854,yes,no,no
51,non-binary,1,Facebook,Sports,Australia,Urban,Software Engineer,17637,no,yes,yes
55,male,1,Instagram,Sports,United States,Urban,Software Engineer,14841,no,no,yes
50,female,2,YouTube,Lifestlye,United Kingdom,Rural,Student,13867,yes,no,yes
41,male,6,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,13793,yes,yes,no
32,male,6,Instagram,Lifestlye,United States,Urban,Student,17373,no,no,yes
47,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,12513,yes,no,yes
59,male,1,Facebook,Lifestlye,United States,Urban,Software Engineer,13803,no,yes,yes
34,non-binary,5,Facebook,Travel,United Kingdom,Rural,Marketer Manager,12327,yes,no,yes
22,female,5,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,18809,no,yes,no
46,non-binary,2,Facebook,Travel,United Kingdom,Rural,Marketer Manager,12165,no,yes,no
21,male,6,Instagram,Lifestlye,United States,Sub_Urban,Student,13308,no,yes,no
27,male,9,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16452,no,no,yes
34,non-binary,2,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,18067,yes,no,yes
27,non-binary,2,Facebook,Travel,United Kingdom,Sub_Urban,Marketer Manager,17642,yes,no,yes
34,male,3,Instagram,Travel,United States,Sub_Urban,Student,16404,no,no,yes
37,female,7,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,10992,no,yes,yes
41,female,6,Facebook,Travel,United Kingdom,Rural,Marketer Manager,15424,no,no,yes
22,non-binary,8,YouTube,Travel,Australia,Rural,Software Engineer,19569,no,yes,no
51,female,8,Facebook,Sports,United Kingdom,Sub_Urban,Student,14381,yes,no,no
23,male,6,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,13174,no,no,yes
19,non-binary,3,Instagram,Lifestlye,United States,Rural,Software Engineer,14782,no,no,no
30,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,19497,no,no,yes
60,male,1,Instagram,Travel,United Kingdom,Sub_Urban,Student,15560,no,no,yes
60,female,7,Facebook,Lifestlye,United States,Sub_Urban,Student,17460,no,yes,no
28,non-binary,5,Instagram,Lifestlye,Australia,Urban,Student,13078,no,no,yes
64,non-binary,4,Facebook,Sports,United States,Sub_Urban,Student,12983,no,no,no
40,female,4,Facebook,Sports,United States,Urban,Student,17259,yes,no,yes
33,male,4,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,16054,no,no,yes
48,male,6,Facebook,Travel,United States,Rural,Marketer Manager,12523,no,yes,no
28,male,8,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,19677,no,no,yes
33,male,8,Facebook,Sports,United Kingdom,Urban,Marketer Manager,14581,yes,yes,yes
25,non-binary,5,Facebook,Sports,United Kingdom,Sub_Urban,Software Engineer,15609,yes,no,yes
21,non-binary,6,Facebook,Sports,United States,Sub_Urban,Marketer Manager,12001,yes,yes,no
57,female,4,Facebook,Lifestlye,United Kingdom,Urban,Student,11387,no,yes,yes
21,female,9,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,16552,no,yes,yes
42,non-binary,8,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,11030,no,yes,yes
20,non-binary,1,Facebook,Travel,United Kingdom,Sub_Urban,Student,19957,yes,yes,no
49,male,2,YouTube,Travel,United Kingdom,Rural,Marketer Manager,11220,no,no,no
20,male,9,Facebook,Sports,United Kingdom,Rural,Marketer Manager,16035,yes,yes,no
44,female,8,Facebook,Lifestlye,United States,Sub_Urban,Marketer Manager,19810,yes,no,no
46,non-binary,3,Instagram,Sports,United Kingdom,Rural,Software Engineer,19455,yes,yes,no
49,female,8,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,16523,yes,yes,yes
36,non-binary,1,YouTube,Lifestlye,Australia,Urban,Student,18074,yes,no,no
38,male,4,Instagram,Lifestlye,United States,Sub_Urban,Student,19063,no,yes,no
22,female,3,Instagram,Travel,United States,Urban,Marketer Manager,10834,no,yes,yes
35,female,6,YouTube,Travel,United States,Urban,Marketer Manager,19110,yes,yes,no
45,non-binary,7,Instagram,Lifestlye,United States,Rural,Marketer Manager,11724,no,yes,yes
59,male,4,Facebook,Sports,United Kingdom,Rural,Student,16598,no,no,no
39,female,7,YouTube,Lifestlye,United Kingdom,Rural,Student,12413,yes,yes,yes
38,male,9,YouTube,Lifestlye,Australia,Sub_Urban,Software Engineer,19505,yes,yes,yes
23,female,2,Facebook,Sports,Australia,Rural,Software Engineer,15993,no,no,no
18,male,3,Instagram,Lifestlye,United States,Urban,Software Engineer,14498,no,no,no
22,non-binary,5,YouTube,Sports,Australia,Rural,Student,12105,no,yes,yes
58,female,3,YouTube,Travel,Australia,Rural,Software Engineer,12568,no,yes,yes
29,female,8,Facebook,Travel,United States,Sub_Urban,Marketer Manager,19330,yes,no,yes
43,male,8,Facebook,Sports,United States,Sub_Urban,Marketer Manager,10209,no,yes,yes
63,male,8,Instagram,Travel,Australia,Urban,Student,19256,yes,no,yes
51,female,9,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,14911,yes,yes,yes
31,non-binary,4,Instagram,Sports,Australia,Rural,Marketer Manager,12220,no,no,yes
43,male,5,Instagram,Travel,Australia,Sub_Urban,Student,10233,no,no,no
62,male,5,Facebook,Lifestlye,United Kingdom,Urban,Software Engineer,10792,no,no,yes
44,male,8,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,13110,yes,yes,no
26,female,7,YouTube,Sports,United States,Urban,Software Engineer,12166,yes,yes,no
43,female,9,YouTube,Travel,United States,Sub_Urban,Student,18526,yes,yes,yes
64,female,8,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,19551,yes,yes,yes
39,female,2,Facebook,Lifestlye,United Kingdom,Urban,Student,15193,no,no,no
64,non-binary,4,Facebook,Travel,United States,Rural,Software Engineer,11214,yes,no,yes
47,non-binary,6,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,14419,yes,no,yes
60,female,2,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,17314,no,yes,no
34,non-binary,7,YouTube,Lifestlye,Australia,Rural,Student,18475,yes,yes,no
43,male,3,Instagram,Sports,United States,Sub_Urban,Student,10212,yes,yes,no
53,male,3,YouTube,Sports,United States,Urban,Software Engineer,11658,no,no,yes
18,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,15024,yes,yes,yes
25,female,8,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,19609,yes,yes,no
52,male,6,Instagram,Lifestlye,United Kingdom,Rural,Student,15917,yes,no,yes
32,non-binary,1,YouTube,Lifestlye,United States,Urban,Student,15141,yes,no,no
64,female,1,YouTube,Sports,United States,Rural,Software Engineer,11794,no,yes,yes
39,non-binary,7,Instagram,Sports,Australia,Sub_Urban,Software Engineer,15988,yes,no,no
31,male,8,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,18296,no,yes,yes
43,male,5,Facebook,Travel,Australia,Rural,Marketer Manager,15578,yes,no,no
45,male,5,YouTube,Travel,United Kingdom,Rural,Software Engineer,15551,no,no,yes
40,female,4,Instagram,Lifestlye,Australia,Rural,Student,13845,no,no,yes
31,non-binary,6,Facebook,Sports,Australia,Urban,Marketer Manager,16906,no,yes,no
41,female,6,Facebook,Lifestlye,United States,Sub_Urban,Software Engineer,10378,yes,yes,yes
19,female,3,YouTube,Sports,United States,Rural,Software Engineer,13293,yes,yes,yes
62,male,9,Facebook,Lifestlye,Australia,Sub_Urban,Student,13329,yes,no,no
43,female,7,Instagram,Travel,Australia,Urban,Software Engineer,14808,no,no,yes
31,female,1,YouTube,Travel,United States,Urban,Software Engineer,17937,yes,no,yes
24,male,7,YouTube,Travel,Australia,Urban,Marketer Manager,10224,yes,no,yes
20,female,5,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,10737,yes,yes,no
64,male,5,YouTube,Sports,United Kingdom,Sub_Urban,Software Engineer,10235,yes,yes,no
40,male,2,Facebook,Sports,United Kingdom,Urban,Marketer Manager,10711,no,yes,no
63,male,4,Facebook,Travel,Australia,Urban,Student,15988,no,no,no
60,male,6,Instagram,Travel,United States,Rural,Student,11888,yes,no,no
64,female,7,Facebook,Travel,Australia,Urban,Marketer Manager,17173,yes,yes,yes
62,male,5,Instagram,Travel,Australia,Rural,Marketer Manager,11259,yes,no,yes
35,male,9,Instagram,Sports,United States,Urban,Student,15246,no,yes,no
55,female,3,Facebook,Lifestlye,United States,Urban,Student,17271,yes,no,yes
52,female,1,Instagram,Lifestlye,United States,Rural,Student,10748,no,no,yes
32,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,Student,13551,no,yes,yes
42,female,9,YouTube,Lifestlye,Australia,Sub_Urban,Student,16400,yes,yes,yes
54,female,4,YouTube,Travel,United States,Sub_Urban,Marketer Manager,16643,yes,no,no
45,non-binary,2,Instagram,Travel,Australia,Urban,Software Engineer,18701,yes,yes,no
27,female,5,Facebook,Travel,United Kingdom,Sub_Urban,Student,11823,no,yes,yes
56,female,3,Facebook,Lifestlye,United Kingdom,Rural,Student,16852,no,no,yes
34,female,9,YouTube,Travel,United States,Urban,Software Engineer,17777,yes,no,no
56,female,4,YouTube,Travel,United States,Urban,Software Engineer,14232,no,no,yes
39,non-binary,6,Facebook,Sports,Australia,Rural,Software Engineer,16519,yes,yes,yes
43,female,2,Instagram,Sports,United States,Rural,Software Engineer,11777,yes,no,yes
61,female,6,YouTube,Travel,Australia,Rural,Software Engineer,11222,no,no,no
42,non-binary,3,Instagram,Sports,United States,Urban,Software Engineer,17630,no,no,no
34,male,9,Instagram,Sports,Australia,Rural,Marketer Manager,11777,no,no,yes
30,non-binary,2,YouTube,Travel,Australia,Rural,Software Engineer,19496,no,no,yes
37,male,9,Instagram,Travel,Australia,Sub_Urban,Software Engineer,17490,yes,yes,yes
42,non-binary,5,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,14859,yes,no,yes
21,non-binary,8,Facebook,Travel,United Kingdom,Urban,Software Engineer,18893,yes,no,yes
27,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Student,18118,no,yes,yes
20,male,6,Facebook,Lifestlye,United States,Sub_Urban,Student,12989,yes,no,no
58,female,3,YouTube,Travel,United Kingdom,Rural,Software Engineer,18343,no,no,no
62,male,5,YouTube,Sports,United Kingdom,Rural,Marketer Manager,11325,no,yes,yes
35,non-binary,8,Facebook,Travel,Australia,Sub_Urban,Student,19493,no,no,no
64,non-binary,1,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,19903,yes,yes,yes
53,male,5,Instagram,Sports,Australia,Sub_Urban,Student,15127,no,no,yes
64,female,3,Instagram,Lifestlye,United States,Urban,Software Engineer,18998,no,yes,no
39,female,4,Instagram,Travel,Australia,Urban,Marketer Manager,12722,no,yes,no
51,female,2,YouTube,Travel,United Kingdom,Urban,Marketer Manager,14656,no,no,yes
64,female,9,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11325,no,yes,yes
25,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban,Student,14133,no,yes,no
57,non-binary,2,Instagram,Sports,United States,Urban,Student,19351,no,no,no
61,non-binary,9,Facebook,Lifestlye,United States,Urban,Student,12869,no,no,yes
36,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,11242,no,yes,yes
59,non-binary,6,YouTube,Lifestlye,United States,Rural,Student,18539,no,no,yes
58,female,1,Instagram,Sports,United Kingdom,Urban,Software Engineer,11831,no,yes,no
54,female,5,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,11569,no,yes,yes
23,female,3,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,17246,yes,no,no
43,female,1,Facebook,Sports,United States,Rural,Software Engineer,11918,yes,no,yes
51,non-binary,4,Facebook,Lifestlye,Australia,Sub_Urban,Student,16416,no,yes,no
62,non-binary,2,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,13232,no,no,no
23,non-binary,2,Facebook,Sports,United States,Urban,Marketer Manager,13758,no,no,no
54,male,3,Instagram,Travel,Australia,Urban,Marketer Manager,15997,yes,yes,no
50,female,8,Instagram,Sports,United States,Rural,Software Engineer,12355,yes,yes,yes
39,female,8,Instagram,Lifestlye,United States,Rural,Student,19589,yes,yes,no
38,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,Student,11824,no,yes,no
23,female,6,Facebook,Lifestlye,Australia,Urban,Software Engineer,17280,no,yes,no
23,female,9,Instagram,Sports,United Kingdom,Rural,Software Engineer,14060,no,yes,yes
21,non-binary,4,Facebook,Lifestlye,Australia,Rural,Student,15324,no,no,yes
47,male,1,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,10404,yes,yes,yes
28,male,8,Facebook,Sports,Australia,Sub_Urban,Software Engineer,11721,no,no,yes
47,male,7,Facebook,Travel,United States,Urban,Student,15316,yes,no,yes
48,non-binary,7,Instagram,Travel,Australia,Rural,Student,13845,yes,yes,yes
41,female,3,YouTube,Lifestlye,United States,Urban,Marketer Manager,14210,no,no,no
26,non-binary,4,Facebook,Sports,United States,Rural,Marketer Manager,10064,yes,yes,no
20,non-binary,9,YouTube,Lifestlye,United States,Rural,Marketer Manager,19491,yes,no,no
48,female,6,YouTube,Sports,United Kingdom,Urban,Marketer Manager,16382,yes,yes,yes
57,male,5,Instagram,Sports,Australia,Urban,Marketer Manager,19607,yes,yes,no
54,male,3,Instagram,Travel,United States,Urban,Software Engineer,10968,no,yes,no
53,non-binary,9,Instagram,Travel,United States,Sub_Urban,Student,10368,no,yes,yes
41,male,5,Facebook,Sports,United Kingdom,Rural,Software Engineer,18424,yes,no,no
48,non-binary,5,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,12242,no,no,yes
23,non-binary,4,Instagram,Travel,Australia,Urban,Software Engineer,15002,yes,no,no
19,female,4,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,13083,no,no,yes
37,female,1,Facebook,Travel,United Kingdom,Sub_Urban,Software Engineer,18073,no,no,yes
45,female,7,Instagram,Travel,Australia,Rural,Marketer Manager,19112,no,yes,yes
28,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18880,no,yes,no
21,female,3,Instagram,Travel,Australia,Urban,Student,11469,no,yes,no
32,male,2,Instagram,Travel,Australia,Sub_Urban,Software Engineer,14725,yes,yes,yes
23,male,3,YouTube,Lifestlye,United States,Rural,Student,14259,no,yes,yes
47,non-binary,1,YouTube,Travel,United States,Rural,Marketer Manager,13622,yes,no,no
55,non-binary,6,Instagram,Travel,Australia,Rural,Marketer Manager,10823,yes,yes,no
19,female,7,YouTube,Travel,Australia,Rural,Marketer Manager,13431,no,yes,yes
32,non-binary,2,Facebook,Lifestlye,Australia,Urban,Software Engineer,16528,yes,no,no
28,non-binary,8,YouTube,Sports,Australia,Sub_Urban,Software Engineer,14151,no,no,no
25,male,6,YouTube,Lifestlye,Australia,Urban,Marketer Manager,14213,yes,yes,no
43,male,4,Instagram,Sports,Australia,Urban,Student,17420,yes,yes,yes
62,female,5,YouTube,Travel,United Kingdom,Urban,Student,18989,no,no,yes
61,non-binary,8,YouTube,Sports,Australia,Rural,Marketer Manager,10779,no,yes,no
22,non-binary,3,YouTube,Lifestlye,United Kingdom,Rural,Student,12892,no,yes,yes
23,male,3,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,15534,no,yes,no
43,non-binary,4,Facebook,Travel,Australia,Sub_Urban,Student,13306,yes,no,no
21,male,1,Instagram,Sports,Australia,Rural,Marketer Manager,12902,no,yes,yes
36,female,9,Instagram,Travel,United Kingdom,Sub_Urban,Student,13718,yes,yes,yes
37,male,8,Facebook,Travel,United Kingdom,Rural,Software Engineer,10021,yes,no,yes
50,non-binary,8,YouTube,Lifestlye,Australia,Rural,Marketer Manager,11500,yes,no,no
37,female,6,Facebook,Sports,Australia,Urban,Marketer Manager,19034,yes,no,no
29,male,7,YouTube,Sports,United Kingdom,Urban,Student,19952,yes,yes,yes
64,male,6,Facebook,Sports,United Kingdom,Urban,Marketer Manager,13641,yes,no,yes
18,female,9,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,15212,no,yes,yes
43,female,3,Instagram,Travel,United States,Sub_Urban,Marketer Manager,10191,yes,no,no
31,male,3,Instagram,Travel,United Kingdom,Rural,Software Engineer,18587,yes,yes,no
55,non-binary,3,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,17174,yes,no,no
54,male,3,YouTube,Travel,Australia,Rural,Student,15114,no,yes,yes
28,female,9,Facebook,Travel,Australia,Sub_Urban,Software Engineer,14662,no,yes,yes
53,male,4,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,14326,yes,no,no
30,female,7,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,19065,no,no,yes
60,female,9,YouTube,Lifestlye,Australia,Urban,Student,14335,yes,yes,yes
20,non-binary,7,Facebook,Travel,Australia,Sub_Urban,Software Engineer,18281,no,no,yes
50,female,9,YouTube,Travel,Australia,Urban,Software Engineer,18648,yes,yes,yes
23,female,3,YouTube,Lifestlye,United States,Urban,Student,19196,no,no,no
27,non-binary,4,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,15494,no,no,yes
22,female,8,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,18536,no,yes,no
40,non-binary,6,YouTube,Travel,United Kingdom,Rural,Software Engineer,12711,yes,no,no
27,non-binary,5,YouTube,Travel,United Kingdom,Rural,Student,17595,yes,no,yes
61,female,4,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,16273,yes,yes,no
19,female,8,YouTube,Travel,Australia,Rural,Student,16284,no,yes,no
